species_name,SRA_run_accession,tissue,gene,count,refseq_id,Q1,Median,Q3,binary_count,n_total_samples,n_expressed_samples,percent_expressed
Australian echidna,SRR10530487,brain,LOC119950049,6,XP_038627899.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,PHOX2B,0,XP_038625281.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,PPP2R2A,0,XP_038602837.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,PPP2R2B,1,XP_038628716.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,PPP2R2C,2,XP_038601004.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,PPP2R2D,2,XP_038600244.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,RUNX2,11,XP_038606908.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,SOX1,6,XP_038617784.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,THBS3,6,XP_038624416.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,THBS4,24,XP_038621839.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,ZIC1,2,XP_038599847.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530487,brain,ZIC2,3,XP_038615803.1,0,0,1.5,1,2,2,1
Australian echidna,SRR10530491,cerebellum,LOC119950049,9,XP_038627899.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,PHOX2B,0,XP_038625281.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,PPP2R2A,0,XP_038602837.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,PPP2R2B,5,XP_038628716.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,PPP2R2C,2,XP_038601004.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,PPP2R2D,0,XP_038600244.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,RUNX2,1,XP_038606908.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,SOX1,0,XP_038617784.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,THBS3,7,XP_038624416.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,THBS4,49,XP_038621839.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,ZIC1,32,XP_038599847.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530491,cerebellum,ZIC2,12,XP_038615803.1,0,0,1.5,1,1,1,1
Australian echidna,SRR10530493,brain,LOC119950049,40,XP_038627899.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,PHOX2B,0,XP_038625281.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,PPP2R2A,2,XP_038602837.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,PPP2R2B,7,XP_038628716.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,PPP2R2C,1,XP_038601004.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,PPP2R2D,1,XP_038600244.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,RUNX2,4,XP_038606908.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,SOX1,3,XP_038617784.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,THBS3,8,XP_038624416.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,THBS4,85,XP_038621839.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,ZIC1,0,XP_038599847.1,0,0,3,1,2,2,1
Australian echidna,SRR10530493,brain,ZIC2,1,XP_038615803.1,0,0,3,1,2,2,1
monito del monte,SRR6255595,brain,ARX,88,XP_043846816.1,0,9,116,1,12,10,0.833333333333333
monito del monte,SRR6255595,brain,FOXL2,1,XP_043846775.1,0,9,116,0,12,0,0
monito del monte,SRR6255595,brain,LOC122734383,0,XP_043831106.1,0,9,116,0,12,0,0
monito del monte,SRR6255595,brain,PPP2R2A,120,XP_043841849.1,0,9,116,1,12,12,1
monito del monte,SRR6255595,brain,PPP2R2B,416,XP_043840018.1,0,9,116,1,12,12,1
monito del monte,SRR6255595,brain,PPP2R2D,353,XP_043838861.1,0,9,116,1,12,12,1
monito del monte,SRR6255595,brain,RUNX2,1,XP_043855475.1,0,9,116,0,12,0,0
monito del monte,SRR6255595,brain,THBS4,2,XP_043831179.1,0,9,116,0,12,0,0
monito del monte,SRR6255595,brain,ZIC2,136,XP_043848224.1,0,9,116,1,12,12,1
monito del monte,SRR6255596,brain,ARX,8,XP_043846816.1,0,13,152,0,12,10,0.833333333333333
monito del monte,SRR6255596,brain,FOXL2,3,XP_043846775.1,0,13,152,0,12,0,0
monito del monte,SRR6255596,brain,LOC122734383,0,XP_043831106.1,0,13,152,0,12,0,0
monito del monte,SRR6255596,brain,PPP2R2A,164,XP_043841849.1,0,13,152,1,12,12,1
monito del monte,SRR6255596,brain,PPP2R2B,217,XP_043840018.1,0,13,152,1,12,12,1
monito del monte,SRR6255596,brain,PPP2R2D,275,XP_043838861.1,0,13,152,1,12,12,1
monito del monte,SRR6255596,brain,RUNX2,1,XP_043855475.1,0,13,152,0,12,0,0
monito del monte,SRR6255596,brain,THBS4,2,XP_043831179.1,0,13,152,0,12,0,0
monito del monte,SRR6255596,brain,ZIC2,533,XP_043848224.1,0,13,152,1,12,12,1
monito del monte,SRR6255598,brain,ARX,143,XP_043846816.1,0,12,159,1,12,10,0.833333333333333
monito del monte,SRR6255598,brain,FOXL2,2,XP_043846775.1,0,12,159,0,12,0,0
monito del monte,SRR6255598,brain,LOC122734383,2,XP_043831106.1,0,12,159,0,12,0,0
monito del monte,SRR6255598,brain,PPP2R2A,159,XP_043841849.1,0,12,159,1,12,12,1
monito del monte,SRR6255598,brain,PPP2R2B,562,XP_043840018.1,0,12,159,1,12,12,1
monito del monte,SRR6255598,brain,PPP2R2D,619,XP_043838861.1,0,12,159,1,12,12,1
monito del monte,SRR6255598,brain,RUNX2,3,XP_043855475.1,0,12,159,0,12,0,0
monito del monte,SRR6255598,brain,THBS4,0,XP_043831179.1,0,12,159,0,12,0,0
monito del monte,SRR6255598,brain,ZIC2,56,XP_043848224.1,0,12,159,1,12,12,1
monito del monte,SRR6255599,brain,ARX,110,XP_043846816.1,0,14,171,1,12,10,0.833333333333333
monito del monte,SRR6255599,brain,FOXL2,5,XP_043846775.1,0,14,171,0,12,0,0
monito del monte,SRR6255599,brain,LOC122734383,2,XP_043831106.1,0,14,171,0,12,0,0
monito del monte,SRR6255599,brain,PPP2R2A,163,XP_043841849.1,0,14,171,1,12,12,1
monito del monte,SRR6255599,brain,PPP2R2B,600,XP_043840018.1,0,14,171,1,12,12,1
monito del monte,SRR6255599,brain,PPP2R2D,582,XP_043838861.1,0,14,171,1,12,12,1
monito del monte,SRR6255599,brain,RUNX2,2,XP_043855475.1,0,14,171,0,12,0,0
monito del monte,SRR6255599,brain,THBS4,6,XP_043831179.1,0,14,171,0,12,0,0
monito del monte,SRR6255599,brain,ZIC2,84,XP_043848224.1,0,14,171,1,12,12,1
monito del monte,SRR6255600,brain,ARX,0,XP_043846816.1,0,16,188,0,12,10,0.833333333333333
monito del monte,SRR6255600,brain,FOXL2,2,XP_043846775.1,0,16,188,0,12,0,0
monito del monte,SRR6255600,brain,LOC122734383,0,XP_043831106.1,0,16,188,0,12,0,0
monito del monte,SRR6255600,brain,PPP2R2A,154,XP_043841849.1,0,16,188,1,12,12,1
monito del monte,SRR6255600,brain,PPP2R2B,277,XP_043840018.1,0,16,188,1,12,12,1
monito del monte,SRR6255600,brain,PPP2R2D,227,XP_043838861.1,0,16,188,1,12,12,1
monito del monte,SRR6255600,brain,RUNX2,3,XP_043855475.1,0,16,188,0,12,0,0
monito del monte,SRR6255600,brain,THBS4,0,XP_043831179.1,0,16,188,0,12,0,0
monito del monte,SRR6255600,brain,ZIC2,658,XP_043848224.1,0,16,188,1,12,12,1
monito del monte,SRR6255601,brain,ARX,42,XP_043846816.1,0,11,142,1,12,10,0.833333333333333
monito del monte,SRR6255601,brain,FOXL2,3,XP_043846775.1,0,11,142,0,12,0,0
monito del monte,SRR6255601,brain,LOC122734383,0,XP_043831106.1,0,11,142,0,12,0,0
monito del monte,SRR6255601,brain,PPP2R2A,137,XP_043841849.1,0,11,142,1,12,12,1
monito del monte,SRR6255601,brain,PPP2R2B,265,XP_043840018.1,0,11,142,1,12,12,1
monito del monte,SRR6255601,brain,PPP2R2D,330,XP_043838861.1,0,11,142,1,12,12,1
monito del monte,SRR6255601,brain,RUNX2,3,XP_043855475.1,0,11,142,0,12,0,0
monito del monte,SRR6255601,brain,THBS4,4,XP_043831179.1,0,11,142,0,12,0,0
monito del monte,SRR6255601,brain,ZIC2,570,XP_043848224.1,0,11,142,1,12,12,1
monito del monte,SRR6255602,brain,ARX,165,XP_043846816.1,0,14,178,1,12,10,0.833333333333333
monito del monte,SRR6255602,brain,FOXL2,5,XP_043846775.1,0,14,178,0,12,0,0
monito del monte,SRR6255602,brain,LOC122734383,3,XP_043831106.1,0,14,178,0,12,0,0
monito del monte,SRR6255602,brain,PPP2R2A,254,XP_043841849.1,0,14,178,1,12,12,1
monito del monte,SRR6255602,brain,PPP2R2B,591,XP_043840018.1,0,14,178,1,12,12,1
monito del monte,SRR6255602,brain,PPP2R2D,607,XP_043838861.1,0,14,178,1,12,12,1
monito del monte,SRR6255602,brain,RUNX2,0,XP_043855475.1,0,14,178,0,12,0,0
monito del monte,SRR6255602,brain,THBS4,1,XP_043831179.1,0,14,178,0,12,0,0
monito del monte,SRR6255602,brain,ZIC2,205,XP_043848224.1,0,14,178,1,12,12,1
monito del monte,SRR6255603,brain,ARX,28,XP_043846816.1,0,14,183,1,12,10,0.833333333333333
monito del monte,SRR6255603,brain,FOXL2,0,XP_043846775.1,0,14,183,0,12,0,0
monito del monte,SRR6255603,brain,LOC122734383,1,XP_043831106.1,0,14,183,0,12,0,0
monito del monte,SRR6255603,brain,PPP2R2A,202,XP_043841849.1,0,14,183,1,12,12,1
monito del monte,SRR6255603,brain,PPP2R2B,377,XP_043840018.1,0,14,183,1,12,12,1
monito del monte,SRR6255603,brain,PPP2R2D,359,XP_043838861.1,0,14,183,1,12,12,1
monito del monte,SRR6255603,brain,RUNX2,1,XP_043855475.1,0,14,183,0,12,0,0
monito del monte,SRR6255603,brain,THBS4,5,XP_043831179.1,0,14,183,0,12,0,0
monito del monte,SRR6255603,brain,ZIC2,1053,XP_043848224.1,0,14,183,1,12,12,1
monito del monte,SRR6255604,brain,ARX,46,XP_043846816.1,0,14,162,1,12,10,0.833333333333333
monito del monte,SRR6255604,brain,FOXL2,2,XP_043846775.1,0,14,162,0,12,0,0
monito del monte,SRR6255604,brain,LOC122734383,1,XP_043831106.1,0,14,162,0,12,0,0
monito del monte,SRR6255604,brain,PPP2R2A,128,XP_043841849.1,0,14,162,1,12,12,1
monito del monte,SRR6255604,brain,PPP2R2B,320,XP_043840018.1,0,14,162,1,12,12,1
monito del monte,SRR6255604,brain,PPP2R2D,330,XP_043838861.1,0,14,162,1,12,12,1
monito del monte,SRR6255604,brain,RUNX2,1,XP_043855475.1,0,14,162,0,12,0,0
monito del monte,SRR6255604,brain,THBS4,3,XP_043831179.1,0,14,162,0,12,0,0
monito del monte,SRR6255604,brain,ZIC2,521,XP_043848224.1,0,14,162,1,12,12,1
monito del monte,SRR6255605,brain,ARX,156,XP_043846816.1,0,12,166,1,12,10,0.833333333333333
monito del monte,SRR6255605,brain,FOXL2,2,XP_043846775.1,0,12,166,0,12,0,0
monito del monte,SRR6255605,brain,LOC122734383,2,XP_043831106.1,0,12,166,0,12,0,0
monito del monte,SRR6255605,brain,PPP2R2A,239,XP_043841849.1,0,12,166,1,12,12,1
monito del monte,SRR6255605,brain,PPP2R2B,576,XP_043840018.1,0,12,166,1,12,12,1
monito del monte,SRR6255605,brain,PPP2R2D,567,XP_043838861.1,0,12,166,1,12,12,1
monito del monte,SRR6255605,brain,RUNX2,3,XP_043855475.1,0,12,166,0,12,0,0
monito del monte,SRR6255605,brain,THBS4,4,XP_043831179.1,0,12,166,0,12,0,0
monito del monte,SRR6255605,brain,ZIC2,171,XP_043848224.1,0,12,166,1,12,12,1
monito del monte,SRR6255606,muscle,ARX,2,XP_043846816.1,0,6,106,0,4,3,0.75
monito del monte,SRR6255606,muscle,FOXL2,0,XP_043846775.1,0,6,106,0,4,0,0
monito del monte,SRR6255606,muscle,LOC122734383,86,XP_043831106.1,0,6,106,1,4,3,0.75
monito del monte,SRR6255606,muscle,PPP2R2A,258,XP_043841849.1,0,6,106,1,4,4,1
monito del monte,SRR6255606,muscle,PPP2R2B,0,XP_043840018.1,0,6,106,0,4,0,0
monito del monte,SRR6255606,muscle,PPP2R2D,119,XP_043838861.1,0,6,106,1,4,4,1
monito del monte,SRR6255606,muscle,RUNX2,2,XP_043855475.1,0,6,106,0,4,0,0
monito del monte,SRR6255606,muscle,THBS4,91,XP_043831179.1,0,6,106,1,4,4,1
monito del monte,SRR6255606,muscle,ZIC2,1,XP_043848224.1,0,6,106,0,4,0,0
monito del monte,SRR6255607,brain,ARX,115,XP_043846816.1,0,9,124,1,12,10,0.833333333333333
monito del monte,SRR6255607,brain,FOXL2,0,XP_043846775.1,0,9,124,0,12,0,0
monito del monte,SRR6255607,brain,LOC122734383,3,XP_043831106.1,0,9,124,0,12,0,0
monito del monte,SRR6255607,brain,PPP2R2A,171,XP_043841849.1,0,9,124,1,12,12,1
monito del monte,SRR6255607,brain,PPP2R2B,453,XP_043840018.1,0,9,124,1,12,12,1
monito del monte,SRR6255607,brain,PPP2R2D,393,XP_043838861.1,0,9,124,1,12,12,1
monito del monte,SRR6255607,brain,RUNX2,3,XP_043855475.1,0,9,124,0,12,0,0
monito del monte,SRR6255607,brain,THBS4,2,XP_043831179.1,0,9,124,0,12,0,0
monito del monte,SRR6255607,brain,ZIC2,104,XP_043848224.1,0,9,124,1,12,12,1
monito del monte,SRR6255608,brain,ARX,119,XP_043846816.1,0,10,152,1,12,10,0.833333333333333
monito del monte,SRR6255608,brain,FOXL2,1,XP_043846775.1,0,10,152,0,12,0,0
monito del monte,SRR6255608,brain,LOC122734383,2,XP_043831106.1,0,10,152,0,12,0,0
monito del monte,SRR6255608,brain,PPP2R2A,212,XP_043841849.1,0,10,152,1,12,12,1
monito del monte,SRR6255608,brain,PPP2R2B,541,XP_043840018.1,0,10,152,1,12,12,1
monito del monte,SRR6255608,brain,PPP2R2D,538,XP_043838861.1,0,10,152,1,12,12,1
monito del monte,SRR6255608,brain,RUNX2,5,XP_043855475.1,0,10,152,0,12,0,0
monito del monte,SRR6255608,brain,THBS4,2,XP_043831179.1,0,10,152,0,12,0,0
monito del monte,SRR6255608,brain,ZIC2,44,XP_043848224.1,0,10,152,1,12,12,1
monito del monte,SRR6255609,muscle,ARX,11,XP_043846816.1,0,3,57,1,4,3,0.75
monito del monte,SRR6255609,muscle,FOXL2,0,XP_043846775.1,0,3,57,0,4,0,0
monito del monte,SRR6255609,muscle,LOC122734383,0,XP_043831106.1,0,3,57,0,4,3,0.75
monito del monte,SRR6255609,muscle,PPP2R2A,228,XP_043841849.1,0,3,57,1,4,4,1
monito del monte,SRR6255609,muscle,PPP2R2B,0,XP_043840018.1,0,3,57,0,4,0,0
monito del monte,SRR6255609,muscle,PPP2R2D,216,XP_043838861.1,0,3,57,1,4,4,1
monito del monte,SRR6255609,muscle,RUNX2,1,XP_043855475.1,0,3,57,0,4,0,0
monito del monte,SRR6255609,muscle,THBS4,219,XP_043831179.1,0,3,57,1,4,4,1
monito del monte,SRR6255609,muscle,ZIC2,0,XP_043848224.1,0,3,57,0,4,0,0
monito del monte,SRR6255611,muscle,ARX,8,XP_043846816.1,0,4,64.5,1,4,3,0.75
monito del monte,SRR6255611,muscle,FOXL2,0,XP_043846775.1,0,4,64.5,0,4,0,0
monito del monte,SRR6255611,muscle,LOC122734383,32,XP_043831106.1,0,4,64.5,1,4,3,0.75
monito del monte,SRR6255611,muscle,PPP2R2A,190,XP_043841849.1,0,4,64.5,1,4,4,1
monito del monte,SRR6255611,muscle,PPP2R2B,1,XP_043840018.1,0,4,64.5,0,4,0,0
monito del monte,SRR6255611,muscle,PPP2R2D,160,XP_043838861.1,0,4,64.5,1,4,4,1
monito del monte,SRR6255611,muscle,RUNX2,2,XP_043855475.1,0,4,64.5,0,4,0,0
monito del monte,SRR6255611,muscle,THBS4,119,XP_043831179.1,0,4,64.5,1,4,4,1
monito del monte,SRR6255611,muscle,ZIC2,0,XP_043848224.1,0,4,64.5,0,4,0,0
monito del monte,SRR6255612,muscle,ARX,8,XP_043846816.1,0,6,111,1,4,3,0.75
monito del monte,SRR6255612,muscle,FOXL2,0,XP_043846775.1,0,6,111,0,4,0,0
monito del monte,SRR6255612,muscle,LOC122734383,27,XP_043831106.1,0,6,111,1,4,3,0.75
monito del monte,SRR6255612,muscle,PPP2R2A,292,XP_043841849.1,0,6,111,1,4,4,1
monito del monte,SRR6255612,muscle,PPP2R2B,2,XP_043840018.1,0,6,111,0,4,0,0
monito del monte,SRR6255612,muscle,PPP2R2D,223,XP_043838861.1,0,6,111,1,4,4,1
monito del monte,SRR6255612,muscle,RUNX2,3,XP_043855475.1,0,6,111,0,4,0,0
monito del monte,SRR6255612,muscle,THBS4,148,XP_043831179.1,0,6,111,1,4,4,1
monito del monte,SRR6255612,muscle,ZIC2,0,XP_043848224.1,0,6,111,0,4,0,0
European shrew,SRR23712519,cortex,ARX,210,XP_054978771.1,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,COMP,21,XP_004616893.2,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,FOXL2,3,XP_054984320.1,0,20,414,0,5,0,0
European shrew,SRR23712519,cortex,HOXA13,0,XP_004604312.3,0,20,414,0,5,0,0
European shrew,SRR23712519,cortex,LOC101547318,2029,XP_004609524.2,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,PPP2R2A,627,XP_004619199.1,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,PPP2R2B,1788,XP_054997185.1,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,PPP2R2C,6713,XP_004617474.1,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,PPP2R2D,1107,XP_054975428.1,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,PRDM6,2,XP_054999045.1,0,20,414,0,5,0,0
European shrew,SRR23712519,cortex,RUNX2,26,XP_054991028.1,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,SOX3,30,XP_054977079.1,0,20,414,1,5,1,0.2
European shrew,SRR23712519,cortex,TBX1,1,XP_054975515.1,0,20,414,0,5,0,0
European shrew,SRR23712519,cortex,THBS1,37,XP_004609618.2,0,20,414,1,5,5,1
European shrew,SRR23712519,cortex,THBS4,1,XP_004613210.2,0,20,414,0,5,0,0
European shrew,SRR23712519,cortex,ZIC2,135,XP_004614124.2,0,20,414,1,5,5,1
European shrew,SRR23712520,cortex,ARX,151,XP_054978771.1,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,COMP,14,XP_004616893.2,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,FOXL2,1,XP_054984320.1,0,12,240,0,5,0,0
European shrew,SRR23712520,cortex,HOXA13,0,XP_004604312.3,0,12,240,0,5,0,0
European shrew,SRR23712520,cortex,LOC101547318,1548,XP_004609524.2,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,PPP2R2A,325,XP_004619199.1,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,PPP2R2B,848,XP_054997185.1,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,PPP2R2C,5001,XP_004617474.1,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,PPP2R2D,1004,XP_054975428.1,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,PRDM6,2,XP_054999045.1,0,12,240,0,5,0,0
European shrew,SRR23712520,cortex,RUNX2,23,XP_054991028.1,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,SOX3,3,XP_054977079.1,0,12,240,0,5,1,0.2
European shrew,SRR23712520,cortex,TBX1,1,XP_054975515.1,0,12,240,0,5,0,0
European shrew,SRR23712520,cortex,THBS1,17,XP_004609618.2,0,12,240,1,5,5,1
European shrew,SRR23712520,cortex,THBS4,2,XP_004613210.2,0,12,240,0,5,0,0
European shrew,SRR23712520,cortex,ZIC2,22,XP_004614124.2,0,12,240,1,5,5,1
European shrew,SRR23712525,cortex,ARX,268,XP_054978771.1,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,COMP,23,XP_004616893.2,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,FOXL2,2,XP_054984320.1,0,22,394,0,5,0,0
European shrew,SRR23712525,cortex,HOXA13,0,XP_004604312.3,0,22,394,0,5,0,0
European shrew,SRR23712525,cortex,LOC101547318,2352,XP_004609524.2,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,PPP2R2A,657,XP_004619199.1,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,PPP2R2B,1113,XP_054997185.1,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,PPP2R2C,8132,XP_004617474.1,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,PPP2R2D,1800,XP_054975428.1,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,PRDM6,1,XP_054999045.1,0,22,394,0,5,0,0
European shrew,SRR23712525,cortex,RUNX2,51,XP_054991028.1,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,SOX3,13,XP_054977079.1,0,22,394,0,5,1,0.2
European shrew,SRR23712525,cortex,TBX1,0,XP_054975515.1,0,22,394,0,5,0,0
European shrew,SRR23712525,cortex,THBS1,36,XP_004609618.2,0,22,394,1,5,5,1
European shrew,SRR23712525,cortex,THBS4,0,XP_004613210.2,0,22,394,0,5,0,0
European shrew,SRR23712525,cortex,ZIC2,50,XP_004614124.2,0,22,394,1,5,5,1
European shrew,SRR23712527,hypothalamus,ARX,2,XP_054978771.1,0,3,51,0,4,2,0.5
European shrew,SRR23712527,hypothalamus,COMP,1,XP_004616893.2,0,3,51,0,4,3,0.75
European shrew,SRR23712527,hypothalamus,FOXL2,2,XP_054984320.1,0,3,51,0,4,0,0
European shrew,SRR23712527,hypothalamus,HOXA13,0,XP_004604312.3,0,3,51,0,4,0,0
European shrew,SRR23712527,hypothalamus,LOC101547318,212,XP_004609524.2,0,3,51,1,4,4,1
European shrew,SRR23712527,hypothalamus,PPP2R2A,22,XP_004619199.1,0,3,51,1,4,4,1
European shrew,SRR23712527,hypothalamus,PPP2R2B,85,XP_054997185.1,0,3,51,1,4,4,1
European shrew,SRR23712527,hypothalamus,PPP2R2C,577,XP_004617474.1,0,3,51,1,4,4,1
European shrew,SRR23712527,hypothalamus,PPP2R2D,48,XP_054975428.1,0,3,51,1,4,4,1
European shrew,SRR23712527,hypothalamus,PRDM6,0,XP_054999045.1,0,3,51,0,4,0,0
European shrew,SRR23712527,hypothalamus,RUNX2,3,XP_054991028.1,0,3,51,1,4,2,0.5
European shrew,SRR23712527,hypothalamus,SOX3,5,XP_054977079.1,0,3,51,1,4,4,1
European shrew,SRR23712527,hypothalamus,TBX1,0,XP_054975515.1,0,3,51,0,4,0,0
European shrew,SRR23712527,hypothalamus,THBS1,7,XP_004609618.2,0,3,51,1,4,4,1
European shrew,SRR23712527,hypothalamus,THBS4,0,XP_004613210.2,0,3,51,0,4,0,0
European shrew,SRR23712527,hypothalamus,ZIC2,14,XP_004614124.2,0,3,51,1,4,4,1
European shrew,SRR23712528,hypothalamus,ARX,1,XP_054978771.1,0,20,368,0,4,2,0.5
European shrew,SRR23712528,hypothalamus,COMP,86,XP_004616893.2,0,20,368,1,4,3,0.75
European shrew,SRR23712528,hypothalamus,FOXL2,4,XP_054984320.1,0,20,368,0,4,0,0
European shrew,SRR23712528,hypothalamus,HOXA13,0,XP_004604312.3,0,20,368,0,4,0,0
European shrew,SRR23712528,hypothalamus,LOC101547318,2675,XP_004609524.2,0,20,368,1,4,4,1
European shrew,SRR23712528,hypothalamus,PPP2R2A,371,XP_004619199.1,0,20,368,1,4,4,1
European shrew,SRR23712528,hypothalamus,PPP2R2B,1462,XP_054997185.1,0,20,368,1,4,4,1
European shrew,SRR23712528,hypothalamus,PPP2R2C,3989,XP_004617474.1,0,20,368,1,4,4,1
European shrew,SRR23712528,hypothalamus,PPP2R2D,487,XP_054975428.1,0,20,368,1,4,4,1
European shrew,SRR23712528,hypothalamus,PRDM6,2,XP_054999045.1,0,20,368,0,4,0,0
European shrew,SRR23712528,hypothalamus,RUNX2,18,XP_054991028.1,0,20,368,0,4,2,0.5
European shrew,SRR23712528,hypothalamus,SOX3,35,XP_054977079.1,0,20,368,1,4,4,1
European shrew,SRR23712528,hypothalamus,TBX1,0,XP_054975515.1,0,20,368,0,4,0,0
European shrew,SRR23712528,hypothalamus,THBS1,39,XP_004609618.2,0,20,368,1,4,4,1
European shrew,SRR23712528,hypothalamus,THBS4,0,XP_004613210.2,0,20,368,0,4,0,0
European shrew,SRR23712528,hypothalamus,ZIC2,177,XP_004614124.2,0,20,368,1,4,4,1
European shrew,SRR23712529,hypothalamus,ARX,74,XP_054978771.1,0,19,350,1,4,2,0.5
European shrew,SRR23712529,hypothalamus,COMP,73,XP_004616893.2,0,19,350,1,4,3,0.75
European shrew,SRR23712529,hypothalamus,FOXL2,2,XP_054984320.1,0,19,350,0,4,0,0
European shrew,SRR23712529,hypothalamus,HOXA13,0,XP_004604312.3,0,19,350,0,4,0,0
European shrew,SRR23712529,hypothalamus,LOC101547318,2355,XP_004609524.2,0,19,350,1,4,4,1
European shrew,SRR23712529,hypothalamus,PPP2R2A,404,XP_004619199.1,0,19,350,1,4,4,1
European shrew,SRR23712529,hypothalamus,PPP2R2B,1494,XP_054997185.1,0,19,350,1,4,4,1
European shrew,SRR23712529,hypothalamus,PPP2R2C,3769,XP_004617474.1,0,19,350,1,4,4,1
European shrew,SRR23712529,hypothalamus,PPP2R2D,535,XP_054975428.1,0,19,350,1,4,4,1
European shrew,SRR23712529,hypothalamus,PRDM6,6,XP_054999045.1,0,19,350,0,4,0,0
European shrew,SRR23712529,hypothalamus,RUNX2,8,XP_054991028.1,0,19,350,0,4,2,0.5
European shrew,SRR23712529,hypothalamus,SOX3,29,XP_054977079.1,0,19,350,1,4,4,1
European shrew,SRR23712529,hypothalamus,TBX1,0,XP_054975515.1,0,19,350,0,4,0,0
European shrew,SRR23712529,hypothalamus,THBS1,27,XP_004609618.2,0,19,350,1,4,4,1
European shrew,SRR23712529,hypothalamus,THBS4,1,XP_004613210.2,0,19,350,0,4,0,0
European shrew,SRR23712529,hypothalamus,ZIC2,68,XP_004614124.2,0,19,350,1,4,4,1
European shrew,SRR23712530,hypothalamus,ARX,115,XP_054978771.1,0,19,375,1,4,2,0.5
European shrew,SRR23712530,hypothalamus,COMP,66,XP_004616893.2,0,19,375,1,4,3,0.75
European shrew,SRR23712530,hypothalamus,FOXL2,4,XP_054984320.1,0,19,375,0,4,0,0
European shrew,SRR23712530,hypothalamus,HOXA13,0,XP_004604312.3,0,19,375,0,4,0,0
European shrew,SRR23712530,hypothalamus,LOC101547318,2621,XP_004609524.2,0,19,375,1,4,4,1
European shrew,SRR23712530,hypothalamus,PPP2R2A,371,XP_004619199.1,0,19,375,1,4,4,1
European shrew,SRR23712530,hypothalamus,PPP2R2B,1350,XP_054997185.1,0,19,375,1,4,4,1
European shrew,SRR23712530,hypothalamus,PPP2R2C,4048,XP_004617474.1,0,19,375,1,4,4,1
